Mod:Item:MetaData, Localized Name
TGregworks:tGregToolPartSwordBlade:88, Polytetrafluoroethylene Sword Blade
TGregworks:tGregToolPartSwordBlade:89, Rubber Sword Blade
TGregworks:tGregToolPartSwordBlade:90, Ruby Sword Blade
TGregworks:tGregToolPartSwordBlade:91, Sapphire Sword Blade
TGregworks:tGregToolPartSwordBlade:92, Stainless Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:93, Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:94, Tanzanite Sword Blade
TGregworks:tGregToolPartSwordBlade:95, Tin Alloy Sword Blade
TGregworks:tGregToolPartSwordBlade:96, Topaz Sword Blade
TGregworks:tGregToolPartSwordBlade:97, Ultimet Sword Blade
TGregworks:tGregToolPartSwordBlade:98, Wood Sword Blade
TGregworks:tGregToolPartSwordBlade:99, Wrought Iron Sword Blade
TGregworks:tGregToolPartSwordBlade:100, Sealed Wood Sword Blade
TGregworks:tGregToolPartSwordBlade:101, Ironwood Sword Blade
TGregworks:tGregToolPartSwordBlade:102, Olivine Sword Blade
TGregworks:tGregToolPartSwordBlade:103, Opal Sword Blade
TGregworks:tGregToolPartSwordBlade:104, Amethyst Sword Blade
TGregworks:tGregToolPartSwordBlade:105, Blaze Sword Blade
TGregworks:tGregToolPartSwordBlade:106, Shadowiron Sword Blade
TGregworks:tGregToolPartSwordBlade:107, Shadowsteel Sword Blade
TGregworks:tGregToolPartSwordBlade:108, Steeleaf Sword Blade
TGregworks:tGregToolPartSwordBlade:109, Knightmetal Sword Blade
TGregworks:tGregToolPartSwordBlade:110, Sterling Silver Sword Blade
TGregworks:tGregToolPartSwordBlade:111, Rose Gold Sword Blade
TGregworks:tGregToolPartSwordBlade:112, Black Bronze Sword Blade
TGregworks:tGregToolPartSwordBlade:113, Bismuth Bronze Sword Blade
TGregworks:tGregToolPartSwordBlade:114, Black Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:115, Red Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:116, Blue Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:117, Damascus Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:118, Tungstensteel Sword Blade
TGregworks:tGregToolPartSwordBlade:119, Astral Silver Sword Blade
TGregworks:tGregToolPartSwordBlade:120, Midasium Sword Blade
TGregworks:tGregToolPartSwordBlade:121, Mithril Sword Blade
TGregworks:tGregToolPartSwordBlade:122, Cobalt Brass Sword Blade
TGregworks:tGregToolPartSwordBlade:123, Red Garnet Sword Blade
TGregworks:tGregToolPartSwordBlade:124, Yellow Garnet Sword Blade
TGregworks:tGregToolPartSwordBlade:125, Thaumium Sword Blade
TGregworks:tGregToolPartSwordBlade:126, Black Granite Sword Blade
TGregworks:tGregToolPartSwordBlade:127, Red Granite Sword Blade
TGregworks:tGregToolPartSwordBlade:128, Magnetic Iron Sword Blade
TGregworks:tGregToolPartSwordBlade:129, Magnetic Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:130, Magnetic Neodymium Sword Blade
TGregworks:tGregToolPartSwordBlade:131, Tungstencarbide Sword Blade
TGregworks:tGregToolPartSwordBlade:132, Vanadiumsteel Sword Blade
TGregworks:tGregToolPartSwordBlade:133, HSS-G Sword Blade
TGregworks:tGregToolPartSwordBlade:134, HSS-E Sword Blade
TGregworks:tGregToolPartSwordBlade:135, HSS-S Sword Blade
TGregworks:tGregToolPartLargeGuard:1, Aluminium Wide Guard
TGregworks:tGregToolPartLargeGuard:2, Beryllium Wide Guard
TGregworks:tGregToolPartLargeGuard:3, Bismuth Wide Guard
TGregworks:tGregToolPartLargeGuard:4, Carbon Wide Guard
TGregworks:tGregToolPartLargeGuard:5, Chrome Wide Guard
TGregworks:tGregToolPartLargeGuard:6, Cobalt Wide Guard
TGregworks:tGregToolPartLargeGuard:7, Gold Wide Guard
TGregworks:tGregToolPartLargeGuard:8, Iridium Wide Guard
TGregworks:tGregToolPartLargeGuard:9, Iron Wide Guard
TGregworks:tGregToolPartLargeGuard:10, Lead Wide Guard
TGregworks:tGregToolPartLargeGuard:11, Manganese Wide Guard
TGregworks:tGregToolPartLargeGuard:12, Molybdenum Wide Guard
TGregworks:tGregToolPartLargeGuard:13, Neodymium Wide Guard
TGregworks:tGregToolPartLargeGuard:14, Neutronium Wide Guard
TGregworks:tGregToolPartLargeGuard:15, Nickel Wide Guard
TGregworks:tGregToolPartLargeGuard:16, Osmium Wide Guard
TGregworks:tGregToolPartLargeGuard:17, Palladium Wide Guard
TGregworks:tGregToolPartLargeGuard:18, Platinum Wide Guard
TGregworks:tGregToolPartLargeGuard:19, Plutonium 244 Wide Guard
TGregworks:tGregToolPartLargeGuard:20, Plutonium 241 Wide Guard
TGregworks:tGregToolPartLargeGuard:21, Silver Wide Guard
TGregworks:tGregToolPartLargeGuard:22, Thorium Wide Guard
TGregworks:tGregToolPartLargeGuard:23, Titanium Wide Guard
TGregworks:tGregToolPartLargeGuard:24, Tungsten Wide Guard
TGregworks:tGregToolPartLargeGuard:25, Uranium 238 Wide Guard
TGregworks:tGregToolPartLargeGuard:26, Uranium 235 Wide Guard
TGregworks:tGregToolPartLargeGuard:27, Dark Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:28, Adamantium Wide Guard
TGregworks:tGregToolPartLargeGuard:29, Amber Wide Guard
TGregworks:tGregToolPartLargeGuard:30, Angmallen Wide Guard
TGregworks:tGregToolPartLargeGuard:31, Atlarus Wide Guard
TGregworks:tGregToolPartLargeGuard:32, Carmot Wide Guard
TGregworks:tGregToolPartLargeGuard:33, Celenegil Wide Guard
TGregworks:tGregToolPartLargeGuard:34, Certus Quartz Wide Guard
TGregworks:tGregToolPartLargeGuard:35, Dark Iron Wide Guard
TGregworks:tGregToolPartLargeGuard:36, Desh Wide Guard
TGregworks:tGregToolPartLargeGuard:37, Duranium Wide Guard
TGregworks:tGregToolPartLargeGuard:38, Fluxed Electrum Wide Guard
TGregworks:tGregToolPartLargeGuard:39, Enderium Wide Guard
TGregworks:tGregToolPartLargeGuard:40, Eximite Wide Guard
TGregworks:tGregToolPartLargeGuard:41, Fiery Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:42, Graphite Wide Guard
TGregworks:tGregToolPartLargeGuard:43, Graphene Wide Guard
TGregworks:tGregToolPartLargeGuard:44, Haderoth Wide Guard
TGregworks:tGregToolPartLargeGuard:45, Hepatizon Wide Guard
TGregworks:tGregToolPartLargeGuard:46, Infuscolium Wide Guard
TGregworks:tGregToolPartLargeGuard:47, Infused Gold Wide Guard
TGregworks:tGregToolPartLargeGuard:48, Aer Wide Guard
TGregworks:tGregToolPartLargeGuard:49, Ignis Wide Guard
TGregworks:tGregToolPartLargeGuard:50, Terra Wide Guard
TGregworks:tGregToolPartLargeGuard:51, Aqua Wide Guard
TGregworks:tGregToolPartLargeGuard:52, Perditio Wide Guard
TGregworks:tGregToolPartLargeGuard:53, Ordo Wide Guard
TGregworks:tGregToolPartLargeGuard:54, Inolashite Wide Guard
TGregworks:tGregToolPartLargeGuard:55, Meteoric Iron Wide Guard
TGregworks:tGregToolPartLargeGuard:56, Meteoric Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:57, Naquadah Wide Guard
TGregworks:tGregToolPartLargeGuard:58, Naquadah Alloy Wide Guard
TGregworks:tGregToolPartLargeGuard:59, Enriched Naquadah Wide Guard
TGregworks:tGregToolPartLargeGuard:60, Naquadria Wide Guard
TGregworks:tGregToolPartLargeGuard:61, Nether Quartz Wide Guard
TGregworks:tGregToolPartLargeGuard:62, Nether Star Wide Guard
TGregworks:tGregToolPartLargeGuard:63, Orichalcum Wide Guard
TGregworks:tGregToolPartLargeGuard:64, Oureclase Wide Guard
TGregworks:tGregToolPartLargeGuard:65, Prometheum Wide Guard
TGregworks:tGregToolPartLargeGuard:66, Tritanium Wide Guard
TGregworks:tGregToolPartLargeGuard:67, Vulcanite Wide Guard
TGregworks:tGregToolPartLargeGuard:68, Vyroxeres Wide Guard
TGregworks:tGregToolPartLargeGuard:69, Stone Wide Guard
TGregworks:tGregToolPartLargeGuard:70, Osmiridium Wide Guard
TGregworks:tGregToolPartLargeGuard:71, Brass Wide Guard
TGregworks:tGregToolPartLargeGuard:72, Bronze Wide Guard
TGregworks:tGregToolPartLargeGuard:73, Cupronickel Wide Guard
TGregworks:tGregToolPartLargeGuard:74, Deep Iron Wide Guard
TGregworks:tGregToolPartLargeGuard:75, Diamond Wide Guard
TGregworks:tGregToolPartLargeGuard:76, Electrum Wide Guard
TGregworks:tGregToolPartLargeGuard:77, Emerald Wide Guard
TGregworks:tGregToolPartLargeGuard:78, Green Sapphire Wide Guard
TGregworks:tGregToolPartLargeGuard:79, Invar Wide Guard
TGregworks:tGregToolPartLargeGuard:80, Kanthal Wide Guard
TGregworks:tGregToolPartLargeGuard:81, Magnalium Wide Guard
TGregworks:tGregToolPartLargeGuard:82, Nichrome Wide Guard
TGregworks:tGregToolPartLargeGuard:83, Pig Iron Wide Guard
TGregworks:tGregToolPartLargeGuard:84, Polyethylene Wide Guard
TGregworks:tGregToolPartLargeGuard:85, Epoxid Wide Guard
TGregworks:tGregToolPartLargeGuard:86, Polysiloxane Wide Guard
TGregworks:tGregToolPartLargeGuard:87, Polycaprolactam Wide Guard
TGregworks:tGregToolPartLargeGuard:88, Polytetrafluoroethylene Wide Guard
TGregworks:tGregToolPartLargeGuard:89, Rubber Wide Guard
TGregworks:tGregToolPartLargeGuard:90, Ruby Wide Guard
TGregworks:tGregToolPartLargeGuard:91, Sapphire Wide Guard
TGregworks:tGregToolPartLargeGuard:92, Stainless Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:93, Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:94, Tanzanite Wide Guard
TGregworks:tGregToolPartLargeGuard:95, Tin Alloy Wide Guard
TGregworks:tGregToolPartLargeGuard:96, Topaz Wide Guard
TGregworks:tGregToolPartLargeGuard:97, Ultimet Wide Guard
TGregworks:tGregToolPartLargeGuard:98, Wood Wide Guard
TGregworks:tGregToolPartLargeGuard:99, Wrought Iron Wide Guard
TGregworks:tGregToolPartLargeGuard:100, Sealed Wood Wide Guard
TGregworks:tGregToolPartLargeGuard:101, Ironwood Wide Guard
TGregworks:tGregToolPartLargeGuard:102, Olivine Wide Guard
TGregworks:tGregToolPartLargeGuard:103, Opal Wide Guard
TGregworks:tGregToolPartLargeGuard:104, Amethyst Wide Guard
TGregworks:tGregToolPartLargeGuard:105, Blaze Wide Guard
TGregworks:tGregToolPartLargeGuard:106, Shadowiron Wide Guard
TGregworks:tGregToolPartLargeGuard:107, Shadowsteel Wide Guard
TGregworks:tGregToolPartLargeGuard:108, Steeleaf Wide Guard
TGregworks:tGregToolPartLargeGuard:109, Knightmetal Wide Guard
TGregworks:tGregToolPartLargeGuard:110, Sterling Silver Wide Guard
TGregworks:tGregToolPartLargeGuard:111, Rose Gold Wide Guard
TGregworks:tGregToolPartLargeGuard:112, Black Bronze Wide Guard
TGregworks:tGregToolPartLargeGuard:113, Bismuth Bronze Wide Guard
TGregworks:tGregToolPartLargeGuard:114, Black Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:115, Red Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:116, Blue Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:117, Damascus Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:118, Tungstensteel Wide Guard
TGregworks:tGregToolPartLargeGuard:119, Astral Silver Wide Guard
TGregworks:tGregToolPartLargeGuard:120, Midasium Wide Guard
TGregworks:tGregToolPartLargeGuard:121, Mithril Wide Guard
TGregworks:tGregToolPartLargeGuard:122, Cobalt Brass Wide Guard
TGregworks:tGregToolPartLargeGuard:123, Red Garnet Wide Guard
TGregworks:tGregToolPartLargeGuard:124, Yellow Garnet Wide Guard
TGregworks:tGregToolPartLargeGuard:125, Thaumium Wide Guard
TGregworks:tGregToolPartLargeGuard:126, Black Granite Wide Guard
TGregworks:tGregToolPartLargeGuard:127, Red Granite Wide Guard
TGregworks:tGregToolPartLargeGuard:128, Magnetic Iron Wide Guard
TGregworks:tGregToolPartLargeGuard:129, Magnetic Steel Wide Guard
TGregworks:tGregToolPartLargeGuard:130, Magnetic Neodymium Wide Guard
TGregworks:tGregToolPartLargeGuard:131, Tungstencarbide Wide Guard
TGregworks:tGregToolPartLargeGuard:132, Vanadiumsteel Wide Guard
TGregworks:tGregToolPartLargeGuard:133, HSS-G Wide Guard
TGregworks:tGregToolPartLargeGuard:134, HSS-E Wide Guard
TGregworks:tGregToolPartLargeGuard:135, HSS-S Wide Guard
TGregworks:tGregToolPartMediumGuard:1, Aluminium Hand Guard
TGregworks:tGregToolPartMediumGuard:2, Beryllium Hand Guard
TGregworks:tGregToolPartMediumGuard:3, Bismuth Hand Guard
TGregworks:tGregToolPartMediumGuard:4, Carbon Hand Guard
TGregworks:tGregToolPartMediumGuard:5, Chrome Hand Guard
TGregworks:tGregToolPartMediumGuard:6, Cobalt Hand Guard
TGregworks:tGregToolPartMediumGuard:7, Gold Hand Guard
TGregworks:tGregToolPartMediumGuard:8, Iridium Hand Guard
TGregworks:tGregToolPartMediumGuard:9, Iron Hand Guard
TGregworks:tGregToolPartMediumGuard:10, Lead Hand Guard
TGregworks:tGregToolPartMediumGuard:11, Manganese Hand Guard
TGregworks:tGregToolPartMediumGuard:12, Molybdenum Hand Guard
TGregworks:tGregToolPartMediumGuard:13, Neodymium Hand Guard
TGregworks:tGregToolPartMediumGuard:14, Neutronium Hand Guard
TGregworks:tGregToolPartMediumGuard:15, Nickel Hand Guard
TGregworks:tGregToolPartMediumGuard:16, Osmium Hand Guard
TGregworks:tGregToolPartMediumGuard:17, Palladium Hand Guard
TGregworks:tGregToolPartMediumGuard:18, Platinum Hand Guard
TGregworks:tGregToolPartMediumGuard:19, Plutonium 244 Hand Guard
TGregworks:tGregToolPartMediumGuard:20, Plutonium 241 Hand Guard
TGregworks:tGregToolPartMediumGuard:21, Silver Hand Guard
TGregworks:tGregToolPartMediumGuard:22, Thorium Hand Guard
TGregworks:tGregToolPartMediumGuard:23, Titanium Hand Guard
TGregworks:tGregToolPartMediumGuard:24, Tungsten Hand Guard
TGregworks:tGregToolPartMediumGuard:25, Uranium 238 Hand Guard
TGregworks:tGregToolPartMediumGuard:26, Uranium 235 Hand Guard
TGregworks:tGregToolPartMediumGuard:27, Dark Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:28, Adamantium Hand Guard
TGregworks:tGregToolPartMediumGuard:29, Amber Hand Guard
TGregworks:tGregToolPartMediumGuard:30, Angmallen Hand Guard
TGregworks:tGregToolPartMediumGuard:31, Atlarus Hand Guard
TGregworks:tGregToolPartMediumGuard:32, Carmot Hand Guard
TGregworks:tGregToolPartMediumGuard:33, Celenegil Hand Guard
TGregworks:tGregToolPartMediumGuard:34, Certus Quartz Hand Guard
TGregworks:tGregToolPartMediumGuard:35, Dark Iron Hand Guard
TGregworks:tGregToolPartMediumGuard:36, Desh Hand Guard
TGregworks:tGregToolPartMediumGuard:37, Duranium Hand Guard
TGregworks:tGregToolPartMediumGuard:38, Fluxed Electrum Hand Guard
TGregworks:tGregToolPartMediumGuard:39, Enderium Hand Guard
TGregworks:tGregToolPartMediumGuard:40, Eximite Hand Guard
TGregworks:tGregToolPartMediumGuard:41, Fiery Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:42, Graphite Hand Guard
TGregworks:tGregToolPartMediumGuard:43, Graphene Hand Guard
TGregworks:tGregToolPartMediumGuard:44, Haderoth Hand Guard
TGregworks:tGregToolPartMediumGuard:45, Hepatizon Hand Guard
TGregworks:tGregToolPartMediumGuard:46, Infuscolium Hand Guard
TGregworks:tGregToolPartMediumGuard:47, Infused Gold Hand Guard
TGregworks:tGregToolPartMediumGuard:48, Aer Hand Guard
TGregworks:tGregToolPartMediumGuard:49, Ignis Hand Guard
TGregworks:tGregToolPartMediumGuard:50, Terra Hand Guard
TGregworks:tGregToolPartMediumGuard:51, Aqua Hand Guard
TGregworks:tGregToolPartMediumGuard:52, Perditio Hand Guard
TGregworks:tGregToolPartMediumGuard:53, Ordo Hand Guard
TGregworks:tGregToolPartMediumGuard:54, Inolashite Hand Guard
TGregworks:tGregToolPartMediumGuard:55, Meteoric Iron Hand Guard
TGregworks:tGregToolPartMediumGuard:56, Meteoric Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:57, Naquadah Hand Guard
TGregworks:tGregToolPartMediumGuard:58, Naquadah Alloy Hand Guard
TGregworks:tGregToolPartMediumGuard:59, Enriched Naquadah Hand Guard
TGregworks:tGregToolPartMediumGuard:60, Naquadria Hand Guard
TGregworks:tGregToolPartMediumGuard:61, Nether Quartz Hand Guard
TGregworks:tGregToolPartMediumGuard:62, Nether Star Hand Guard
TGregworks:tGregToolPartMediumGuard:63, Orichalcum Hand Guard
TGregworks:tGregToolPartMediumGuard:64, Oureclase Hand Guard
TGregworks:tGregToolPartMediumGuard:65, Prometheum Hand Guard
TGregworks:tGregToolPartMediumGuard:66, Tritanium Hand Guard
TGregworks:tGregToolPartMediumGuard:67, Vulcanite Hand Guard
TGregworks:tGregToolPartMediumGuard:68, Vyroxeres Hand Guard
TGregworks:tGregToolPartMediumGuard:69, Stone Hand Guard
TGregworks:tGregToolPartMediumGuard:70, Osmiridium Hand Guard
TGregworks:tGregToolPartMediumGuard:71, Brass Hand Guard
TGregworks:tGregToolPartMediumGuard:72, Bronze Hand Guard
TGregworks:tGregToolPartMediumGuard:73, Cupronickel Hand Guard
TGregworks:tGregToolPartMediumGuard:74, Deep Iron Hand Guard
TGregworks:tGregToolPartMediumGuard:75, Diamond Hand Guard
TGregworks:tGregToolPartMediumGuard:76, Electrum Hand Guard
TGregworks:tGregToolPartMediumGuard:77, Emerald Hand Guard
TGregworks:tGregToolPartMediumGuard:78, Green Sapphire Hand Guard
TGregworks:tGregToolPartMediumGuard:79, Invar Hand Guard
TGregworks:tGregToolPartMediumGuard:80, Kanthal Hand Guard
TGregworks:tGregToolPartMediumGuard:81, Magnalium Hand Guard
TGregworks:tGregToolPartMediumGuard:82, Nichrome Hand Guard
TGregworks:tGregToolPartMediumGuard:83, Pig Iron Hand Guard
TGregworks:tGregToolPartMediumGuard:84, Polyethylene Hand Guard
TGregworks:tGregToolPartMediumGuard:85, Epoxid Hand Guard
TGregworks:tGregToolPartMediumGuard:86, Polysiloxane Hand Guard
TGregworks:tGregToolPartMediumGuard:87, Polycaprolactam Hand Guard
TGregworks:tGregToolPartMediumGuard:88, Polytetrafluoroethylene Hand Guard
TGregworks:tGregToolPartMediumGuard:89, Rubber Hand Guard
TGregworks:tGregToolPartMediumGuard:90, Ruby Hand Guard
TGregworks:tGregToolPartMediumGuard:91, Sapphire Hand Guard
TGregworks:tGregToolPartMediumGuard:92, Stainless Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:93, Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:94, Tanzanite Hand Guard
TGregworks:tGregToolPartMediumGuard:95, Tin Alloy Hand Guard
TGregworks:tGregToolPartMediumGuard:96, Topaz Hand Guard
TGregworks:tGregToolPartMediumGuard:97, Ultimet Hand Guard
TGregworks:tGregToolPartMediumGuard:98, Wood Hand Guard
TGregworks:tGregToolPartMediumGuard:99, Wrought Iron Hand Guard
TGregworks:tGregToolPartMediumGuard:100, Sealed Wood Hand Guard
TGregworks:tGregToolPartMediumGuard:101, Ironwood Hand Guard
TGregworks:tGregToolPartMediumGuard:102, Olivine Hand Guard
TGregworks:tGregToolPartMediumGuard:103, Opal Hand Guard
TGregworks:tGregToolPartMediumGuard:104, Amethyst Hand Guard
TGregworks:tGregToolPartMediumGuard:105, Blaze Hand Guard
TGregworks:tGregToolPartMediumGuard:106, Shadowiron Hand Guard
TGregworks:tGregToolPartMediumGuard:107, Shadowsteel Hand Guard
TGregworks:tGregToolPartMediumGuard:108, Steeleaf Hand Guard
TGregworks:tGregToolPartMediumGuard:109, Knightmetal Hand Guard
TGregworks:tGregToolPartMediumGuard:110, Sterling Silver Hand Guard
TGregworks:tGregToolPartMediumGuard:111, Rose Gold Hand Guard
TGregworks:tGregToolPartMediumGuard:112, Black Bronze Hand Guard
TGregworks:tGregToolPartMediumGuard:113, Bismuth Bronze Hand Guard
TGregworks:tGregToolPartMediumGuard:114, Black Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:115, Red Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:116, Blue Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:117, Damascus Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:118, Tungstensteel Hand Guard
TGregworks:tGregToolPartMediumGuard:119, Astral Silver Hand Guard
TGregworks:tGregToolPartMediumGuard:120, Midasium Hand Guard
TGregworks:tGregToolPartMediumGuard:121, Mithril Hand Guard
TGregworks:tGregToolPartMediumGuard:122, Cobalt Brass Hand Guard
TGregworks:tGregToolPartMediumGuard:123, Red Garnet Hand Guard
TGregworks:tGregToolPartMediumGuard:124, Yellow Garnet Hand Guard
TGregworks:tGregToolPartMediumGuard:125, Thaumium Hand Guard
TGregworks:tGregToolPartMediumGuard:126, Black Granite Hand Guard
TGregworks:tGregToolPartMediumGuard:127, Red Granite Hand Guard
TGregworks:tGregToolPartMediumGuard:128, Magnetic Iron Hand Guard
TGregworks:tGregToolPartMediumGuard:129, Magnetic Steel Hand Guard
TGregworks:tGregToolPartMediumGuard:130, Magnetic Neodymium Hand Guard
TGregworks:tGregToolPartMediumGuard:131, Tungstencarbide Hand Guard
TGregworks:tGregToolPartMediumGuard:132, Vanadiumsteel Hand Guard
TGregworks:tGregToolPartMediumGuard:133, HSS-G Hand Guard
TGregworks:tGregToolPartMediumGuard:134, HSS-E Hand Guard
TGregworks:tGregToolPartMediumGuard:135, HSS-S Hand Guard
TGregworks:tGregToolPartCrossbar:1, Aluminium Crossbar
TGregworks:tGregToolPartCrossbar:2, Beryllium Crossbar
TGregworks:tGregToolPartCrossbar:3, Bismuth Crossbar
TGregworks:tGregToolPartCrossbar:4, Carbon Crossbar
TGregworks:tGregToolPartCrossbar:5, Chrome Crossbar
TGregworks:tGregToolPartCrossbar:6, Cobalt Crossbar
TGregworks:tGregToolPartCrossbar:7, Gold Crossbar
TGregworks:tGregToolPartCrossbar:8, Iridium Crossbar
TGregworks:tGregToolPartCrossbar:9, Iron Crossbar
